virus_id	vBins_members	vBins_proteins	vBins_redundancy	vBins_membership	membership_provirus	membership_taxonomy	membership_Genome type	membership_Host type	vBins_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	kmer_freq	vBins_warnings	Covered Fraction_BGR_130305	RPKM_BGR_130305	Covered Fraction_BGR_130527	RPKM_BGR_130527	Covered Fraction_BGR_130708	RPKM_BGR_130708	Covered Fraction_BGR_130829	RPKM_BGR_130829	Covered Fraction_BGR_130925	RPKM_BGR_130925	Covered Fraction_BGR_131021	RPKM_BGR_131021	Covered Fraction_BGR_131118	RPKM_BGR_131118	Covered Fraction_BGR_140106	RPKM_BGR_140106	Covered Fraction_BGR_140121	RPKM_BGR_140121	Covered Fraction_BGR_140221	RPKM_BGR_140221	Covered Fraction_BGR_140320	RPKM_BGR_140320	Covered Fraction_BGR_140423	RPKM_BGR_140423	Covered Fraction_BGR_140605	RPKM_BGR_140605	Covered Fraction_BGR_140717	RPKM_BGR_140717	Covered Fraction_BGR_140821	RPKM_BGR_140821	Covered Fraction_BGR_140919	RPKM_BGR_140919	Covered Fraction_BGR_141022	RPKM_BGR_141022	Covered Fraction_BGR_150108	RPKM_BGR_150108
vBin_90	5	26	10	BGR_130527_NODE_5313_length_2403_cov_3.853918	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	17899	24	9	0	Low-quality	Genome-fragment	49.89	AAI-based (medium-confidence)	1.43		0.8402486	360.34497	0.67422587	128.11629	0.8536872	163.01451	0.9431659	161.58107	0.8646061	161.64278	0.9334229	130.93614	0.73800325	160.75443	0.45276892	149.1073	0.7662243	202.12462	0.81208354	167.74155	0.51525843	95.048805	0.49297273	198.43607	0.8145473	256.46188	0.6890643	54.610767	0.6710902	84.393105	0.63217425	73.14285	0.56979674	123.38441	0.61011255	107.66067
vBin_90	5	26	10	BGR_131118_NODE_2189_length_3791_cov_5.977784	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	17899	24	9	0	Low-quality	Genome-fragment	49.89	AAI-based (medium-confidence)	1.43		0.8402486	360.34497	0.67422587	128.11629	0.8536872	163.01451	0.9431659	161.58107	0.8646061	161.64278	0.9334229	130.93614	0.73800325	160.75443	0.45276892	149.1073	0.7662243	202.12462	0.81208354	167.74155	0.51525843	95.048805	0.49297273	198.43607	0.8145473	256.46188	0.6890643	54.610767	0.6710902	84.393105	0.63217425	73.14285	0.56979674	123.38441	0.61011255	107.66067
vBin_90	5	26	10	BGR_140121_NODE_1653_length_4476_cov_4.458720	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	17899	24	9	0	Low-quality	Genome-fragment	49.89	AAI-based (medium-confidence)	1.43		0.8402486	360.34497	0.67422587	128.11629	0.8536872	163.01451	0.9431659	161.58107	0.8646061	161.64278	0.9334229	130.93614	0.73800325	160.75443	0.45276892	149.1073	0.7662243	202.12462	0.81208354	167.74155	0.51525843	95.048805	0.49297273	198.43607	0.8145473	256.46188	0.6890643	54.610767	0.6710902	84.393105	0.63217425	73.14285	0.56979674	123.38441	0.61011255	107.66067
vBin_91	2	20	0	BGR_130708_NODE_2641_length_4062_cov_10.433491	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	10046	19	11	0	Low-quality	Genome-fragment	22.03	AAI-based (medium-confidence)	1.0		0.9078318	351.15067	0.74671185	165.0905	0.9368274	266.8146	0.96622163	168.96735	0.8942806	186.78072	0.98545235	129.24571	0.80440414	147.36502	0.6348147	223.71426	0.7545835	183.61264	0.77789956	116.00899	0.5981467	99.00805	0.38640893	170.86246	0.90235156	248.71085	0.7091471	52.120506	0.8251295	128.22807	0.78925866	96.35018	0.79204863	184.76334	0.6887206	112.64664
vBin_91	2	20	0	BGR_131021_NODE_2046_length_5974_cov_8.758067	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	10046	19	11	0	Low-quality	Genome-fragment	22.03	AAI-based (medium-confidence)	1.0		0.9078318	351.15067	0.74671185	165.0905	0.9368274	266.8146	0.96622163	168.96735	0.8942806	186.78072	0.98545235	129.24571	0.80440414	147.36502	0.6348147	223.71426	0.7545835	183.61264	0.77789956	116.00899	0.5981467	99.00805	0.38640893	170.86246	0.90235156	248.71085	0.7091471	52.120506	0.8251295	128.22807	0.78925866	96.35018	0.79204863	184.76334	0.6887206	112.64664
vBin_92	4	27	9	BGR_130708_NODE_1283_length_6358_cov_6.336189	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	19567	26	19	0	Low-quality	Genome-fragment	46.08	AAI-based (medium-confidence)	1.45		0.65875006	153.71793	0.51788914	94.22852	0.779956	131.48248	0.9609459	269.76163	0.9164662	281.44678	0.97706914	306.69196	0.8671751	311.70682	0.7236014	454.3358	0.81977785	307.5101	0.845012	287.9207	0.761683	232.04712	0.5003327	204.79825	0.8246916	231.95401	0.92209655	182.06242	0.6184675	77.14472	0.778574	129.66931	0.7998669	179.6082	0.811793	168.52849
vBin_92	4	27	9	BGR_130708_NODE_3346_length_3460_cov_5.659618	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	19567	26	19	0	Low-quality	Genome-fragment	46.08	AAI-based (medium-confidence)	1.45		0.65875006	153.71793	0.51788914	94.22852	0.779956	131.48248	0.9609459	269.76163	0.9164662	281.44678	0.97706914	306.69196	0.8671751	311.70682	0.7236014	454.3358	0.81977785	307.5101	0.845012	287.9207	0.761683	232.04712	0.5003327	204.79825	0.8246916	231.95401	0.92209655	182.06242	0.6184675	77.14472	0.778574	129.66931	0.7998669	179.6082	0.811793	168.52849
vBin_92	4	27	9	BGR_140320_NODE_1299_length_4698_cov_5.573767	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	19567	26	19	0	Low-quality	Genome-fragment	46.08	AAI-based (medium-confidence)	1.45		0.65875006	153.71793	0.51788914	94.22852	0.779956	131.48248	0.9609459	269.76163	0.9164662	281.44678	0.97706914	306.69196	0.8671751	311.70682	0.7236014	454.3358	0.81977785	307.5101	0.845012	287.9207	0.761683	232.04712	0.5003327	204.79825	0.8246916	231.95401	0.92209655	182.06242	0.6184675	77.14472	0.778574	129.66931	0.7998669	179.6082	0.811793	168.52849
vBin_92	4	27	9	BGR_140605_NODE_1393_length_5021_cov_8.050745	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	19567	26	19	0	Low-quality	Genome-fragment	46.08	AAI-based (medium-confidence)	1.45		0.65875006	153.71793	0.51788914	94.22852	0.779956	131.48248	0.9609459	269.76163	0.9164662	281.44678	0.97706914	306.69196	0.8671751	311.70682	0.7236014	454.3358	0.81977785	307.5101	0.845012	287.9207	0.761683	232.04712	0.5003327	204.79825	0.8246916	231.95401	0.92209655	182.06242	0.6184675	77.14472	0.778574	129.66931	0.7998669	179.6082	0.811793	168.52849
vBin_93	4	16	3	BGR_140717_NODE_1861_length_4891_cov_5.020885	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	16370	16	5	0	Low-quality	Genome-fragment	6.34	AAI-based (medium-confidence)	1.21		0.0	0.0	0.0	0.0	0.0	0.0	0.78151774	58.081116	0.50471234	43.593754	0.72154224	40.10327	0.31701347	36.204536	0.22735618	73.49565	0.30630356	54.07	0.7119339	116.08556	0.12105263	17.736418	0.1621175	45.475487	0.28157896	40.0433	0.92778456	107.602715	0.13078335	9.223846	0.9330477	169.22864	0.5771726	78.36827	0.17343941	15.150519
vBin_93	4	16	3	BGR_140717_NODE_2663_length_3624_cov_4.733819	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae	dsDNA	Prokaryote	16370	16	5	0	Low-quality	Genome-fragment	6.34	AAI-based (medium-confidence)	1.21		0.0	0.0	0.0	0.0	0.0	0.0	0.78151774	58.081116	0.50471234	43.593754	0.72154224	40.10327	0.31701347	36.204536	0.22735618	73.49565	0.30630356	54.07	0.7119339	116.08556	0.12105263	17.736418	0.1621175	45.475487	0.28157896	40.0433	0.92778456	107.602715	0.13078335	9.223846	0.9330477	169.22864	0.5771726	78.36827	0.17343941	15.150519
vBin_93	4	16	3	BGR_140919_NODE_2067_length_4490_cov_4.071251	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae	dsDNA	Prokaryote	16370	16	5	0	Low-quality	Genome-fragment	6.34	AAI-based (medium-confidence)	1.21		0.0	0.0	0.0	0.0	0.0	0.0	0.78151774	58.081116	0.50471234	43.593754	0.72154224	40.10327	0.31701347	36.204536	0.22735618	73.49565	0.30630356	54.07	0.7119339	116.08556	0.12105263	17.736418	0.1621175	45.475487	0.28157896	40.0433	0.92778456	107.602715	0.13078335	9.223846	0.9330477	169.22864	0.5771726	78.36827	0.17343941	15.150519
vBin_93	4	16	3	BGR_140919_NODE_2927_length_3335_cov_4.467683	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	16370	16	5	0	Low-quality	Genome-fragment	6.34	AAI-based (medium-confidence)	1.21		0.0	0.0	0.0	0.0	0.0	0.0	0.78151774	58.081116	0.50471234	43.593754	0.72154224	40.10327	0.31701347	36.204536	0.22735618	73.49565	0.30630356	54.07	0.7119339	116.08556	0.12105263	17.736418	0.1621175	45.475487	0.28157896	40.0433	0.92778456	107.602715	0.13078335	9.223846	0.9330477	169.22864	0.5771726	78.36827	0.17343941	15.150519
vBin_94	8	66	21	BGR_131118_NODE_474_length_12384_cov_4.973396	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_131118_NODE_1633_length_4857_cov_5.827364	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_131118_NODE_1724_length_4616_cov_5.871739	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_140106_NODE_1102_length_4065_cov_4.434663	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_140121_NODE_568_length_9681_cov_5.840536	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_140121_NODE_921_length_6993_cov_6.397377	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_140121_NODE_2344_length_3423_cov_5.428444	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_94	8	66	21	BGR_140121_NODE_2742_length_3075_cov_5.459603	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	49164	61	36	0	Medium-quality	Genome-fragment	73.62	AAI-based (high-confidence)	1.69	high kmer_freq may indicate large duplication; low-confidence DTR	0.0	0.0	0.2659999	33.74849	0.26280198	24.734774	0.2372184	6.770823	0.19371003	11.963848	0.33437896	9.507884	0.8508372	160.19397	0.80592334	421.16537	0.85228336	243.2053	0.4338412	38.3704	0.5031776	73.790344	0.16588585	48.89978	0.2755734	35.046776	0.45590094	21.99678	0.46097282	40.027832	0.462582	34.439735	0.31433576	30.148325	0.47136107	61.687325
vBin_95	2	11	0	BGR_150108_NODE_1669_length_4387_cov_3.638504	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	6999	11	2	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	1.0		0.8426098	456.01022	0.16640435	33.866447	0.118614964	11.137732	0.24581484	10.339439	0.14637287	16.0927	0.4216626	17.981335	0.3954786	47.301476	0.0	0.0	0.0	0.0	0.74288166	119.79183	0.16425812	20.733515	0.0	0.0	0.0	0.0	0.44741738	37.180332	0.1334955	9.953068	0.28459007	28.318487	0.75475746	108.26745	0.9411933	273.9247
vBin_95	2	11	0	BGR_150108_NODE_1805_length_4137_cov_3.537482_1_1_2602	Yes	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	6999	11	2	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	1.0		0.8426098	456.01022	0.16640435	33.866447	0.118614964	11.137732	0.24581484	10.339439	0.14637287	16.0927	0.4216626	17.981335	0.3954786	47.301476	0.0	0.0	0.0	0.0	0.74288166	119.79183	0.16425812	20.733515	0.0	0.0	0.0	0.0	0.44741738	37.180332	0.1334955	9.953068	0.28459007	28.318487	0.75475746	108.26745	0.9411933	273.9247
vBin_96	3	65	22	BGR_130829_NODE_2619_length_3645_cov_22.431755	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	51330	65	8	2	Low-quality	Genome-fragment	30.52	AAI-based (medium-confidence)	1.53	high kmer_freq may indicate large duplication	0.0	0.0	0.0	0.0	0.1425843	14.867429	0.9897291	404.94702	0.97895145	417.9427	0.9948353	393.80612	0.5300526	70.87293	0.12903917	37.651787	0.0	0.0	0.12627168	8.158499	0.28887156	34.29311	0.0	0.0	0.0	0.0	0.736679	49.59146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vBin_96	3	65	22	BGR_130925_NODE_166_length_23717_cov_20.635703	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	51330	65	8	2	Low-quality	Genome-fragment	30.52	AAI-based (medium-confidence)	1.53	high kmer_freq may indicate large duplication	0.0	0.0	0.0	0.0	0.1425843	14.867429	0.9897291	404.94702	0.97895145	417.9427	0.9948353	393.80612	0.5300526	70.87293	0.12903917	37.651787	0.0	0.0	0.12627168	8.158499	0.28887156	34.29311	0.0	0.0	0.0	0.0	0.736679	49.59146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vBin_96	3	65	22	BGR_131021_NODE_285_length_23948_cov_39.698447	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	51330	65	8	2	Low-quality	Genome-fragment	30.52	AAI-based (medium-confidence)	1.53	high kmer_freq may indicate large duplication	0.0	0.0	0.0	0.0	0.1425843	14.867429	0.9897291	404.94702	0.97895145	417.9427	0.9948353	393.80612	0.5300526	70.87293	0.12903917	37.651787	0.0	0.0	0.12627168	8.158499	0.28887156	34.29311	0.0	0.0	0.0	0.0	0.736679	49.59146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vBin_97	6	36	2	BGR_140121_NODE_1230_length_5581_cov_4.770901	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_97	6	36	2	BGR_140320_NODE_1138_length_5279_cov_4.427067	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_97	6	36	2	BGR_140320_NODE_2158_length_3177_cov_4.303331	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_97	6	36	2	BGR_140423_NODE_1609_length_3171_cov_2.591142	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_97	6	36	2	BGR_140605_NODE_2242_length_3624_cov_5.409639	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_97	6	36	2	BGR_140605_NODE_3870_length_2523_cov_4.144246	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23405	36	18	0	Medium-quality	Genome-fragment	61.67	AAI-based (medium-confidence)	1.23		0.24971098	41.988117	0.24221794	34.907925	0.21275958	17.331463	0.18278742	6.8069854	0.0	0.0	0.28863198	8.263567	0.8105759	151.98	0.55384284	198.97385	0.7775209	202.11664	0.76386213	92.42008	0.70999783	132.06761	0.5065296	195.79256	0.794605	218.93779	0.68512094	46.961403	0.2399058	19.608212	0.0	0.0	0.0	0.0	0.17829159	24.379656
vBin_98	5	51	4	BGR_131118_NODE_632_length_10463_cov_6.946964	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	34156	50	18	0	Medium-quality	Genome-fragment	75.84	AAI-based (medium-confidence)	1.13		0.3619416	59.284634	0.41054052	62.44089	0.35883456	33.768784	0.25979012	12.426401	0.16215266	10.989162	0.36774534	13.419027	0.8736956	247.35446	0.74920857	359.66287	0.8131082	250.83142	0.86402273	162.58109	0.85848284	200.23767	0.5718724	271.4207	0.8973209	322.48975	0.7888967	66.968124	0.408987	34.49282	0.13190292	8.287603	0.0	0.0	0.18264158	17.89913
vBin_98	5	51	4	BGR_140106_NODE_1679_length_3155_cov_3.682581	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	34156	50	18	0	Medium-quality	Genome-fragment	75.84	AAI-based (medium-confidence)	1.13		0.3619416	59.284634	0.41054052	62.44089	0.35883456	33.768784	0.25979012	12.426401	0.16215266	10.989162	0.36774534	13.419027	0.8736956	247.35446	0.74920857	359.66287	0.8131082	250.83142	0.86402273	162.58109	0.85848284	200.23767	0.5718724	271.4207	0.8973209	322.48975	0.7888967	66.968124	0.408987	34.49282	0.13190292	8.287603	0.0	0.0	0.18264158	17.89913
vBin_98	5	51	4	BGR_140221_NODE_1233_length_6182_cov_5.551330	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	34156	50	18	0	Medium-quality	Genome-fragment	75.84	AAI-based (medium-confidence)	1.13		0.3619416	59.284634	0.41054052	62.44089	0.35883456	33.768784	0.25979012	12.426401	0.16215266	10.989162	0.36774534	13.419027	0.8736956	247.35446	0.74920857	359.66287	0.8131082	250.83142	0.86402273	162.58109	0.85848284	200.23767	0.5718724	271.4207	0.8973209	322.48975	0.7888967	66.968124	0.408987	34.49282	0.13190292	8.287603	0.0	0.0	0.18264158	17.89913
vBin_98	5	51	4	BGR_140221_NODE_1736_length_4706_cov_6.012900	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	34156	50	18	0	Medium-quality	Genome-fragment	75.84	AAI-based (medium-confidence)	1.13		0.3619416	59.284634	0.41054052	62.44089	0.35883456	33.768784	0.25979012	12.426401	0.16215266	10.989162	0.36774534	13.419027	0.8736956	247.35446	0.74920857	359.66287	0.8131082	250.83142	0.86402273	162.58109	0.85848284	200.23767	0.5718724	271.4207	0.8973209	322.48975	0.7888967	66.968124	0.408987	34.49282	0.13190292	8.287603	0.0	0.0	0.18264158	17.89913
vBin_98	5	51	4	BGR_140605_NODE_532_length_9610_cov_6.067399	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	34156	50	18	0	Medium-quality	Genome-fragment	75.84	AAI-based (medium-confidence)	1.13		0.3619416	59.284634	0.41054052	62.44089	0.35883456	33.768784	0.25979012	12.426401	0.16215266	10.989162	0.36774534	13.419027	0.8736956	247.35446	0.74920857	359.66287	0.8131082	250.83142	0.86402273	162.58109	0.85848284	200.23767	0.5718724	271.4207	0.8973209	322.48975	0.7888967	66.968124	0.408987	34.49282	0.13190292	8.287603	0.0	0.0	0.18264158	17.89913
vBin_99	4	55	0	BGR_140717_NODE_545_length_14855_cov_7.715068	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38085	52	18	2	Medium-quality	Genome-fragment	73.35	AAI-based (medium-confidence)	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.29749048	10.000833	0.1813428	9.851696	0.3714361	12.383875	0.6556037	108.81816	0.17569308	45.278088	0.15908553	20.56318	0.0	0.0	0.17847852	20.12704	0.0	0.0	0.0	0.0	0.99371964	250.78714	0.7352516	85.30354	0.24362108	15.75111	0.0	0.0	0.0	0.0
vBin_99	4	55	0	BGR_140717_NODE_760_length_11141_cov_7.719556	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38085	52	18	2	Medium-quality	Genome-fragment	73.35	AAI-based (medium-confidence)	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.29749048	10.000833	0.1813428	9.851696	0.3714361	12.383875	0.6556037	108.81816	0.17569308	45.278088	0.15908553	20.56318	0.0	0.0	0.17847852	20.12704	0.0	0.0	0.0	0.0	0.99371964	250.78714	0.7352516	85.30354	0.24362108	15.75111	0.0	0.0	0.0	0.0
vBin_99	4	55	0	BGR_140717_NODE_1194_length_7278_cov_7.512806	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38085	52	18	2	Medium-quality	Genome-fragment	73.35	AAI-based (medium-confidence)	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.29749048	10.000833	0.1813428	9.851696	0.3714361	12.383875	0.6556037	108.81816	0.17569308	45.278088	0.15908553	20.56318	0.0	0.0	0.17847852	20.12704	0.0	0.0	0.0	0.0	0.99371964	250.78714	0.7352516	85.30354	0.24362108	15.75111	0.0	0.0	0.0	0.0
