Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1	mut_R2	wt_R1	wt_R2
sense	NC_003901.1	GeneMarkS-2+	CDS	477648	477797	.	+	0	ID=cds-WP_155395193.1;Parent=gene-MM_RS18205;Dbxref=GenBank:WP_155395193.1,GeneID:43445789;Name=WP_155395193.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18205;product=hypothetical protein;protein_id=WP_155395193.1;transl_table=11	38.93186534246416	64.1280843422384	33.8514341068569	36.68964318881723
sense	NC_003901.1	Protein Homology	CDS	477794	478675	.	+	0	ID=cds-WP_011032327.1;Parent=gene-MM_RS02015;Dbxref=GenBank:WP_011032327.1,GeneID:1478715;Name=WP_011032327.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306918.1;locus_tag=MM_RS02015;product=DUF58 domain-containing protein;protein_id=WP_011032327.1;transl_table=11	58.185121363196274	71.22907522634135	41.85528486277122	47.42198779506989
sense	NC_003901.1	Protein Homology	CDS	478678	480555	.	+	0	ID=cds-WP_011032328.1;Parent=gene-MM_RS02020;Dbxref=GenBank:WP_011032328.1,GeneID:1478716;Name=WP_011032328.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032328.1;locus_tag=MM_RS02020;product=vWA domain-containing protein;protein_id=WP_011032328.1;transl_table=11	47.72724802971753	56.8299915339079	29.449373856021353	43.511806874405615
sense	NC_003901.1	Protein Homology	CDS	480552	483041	.	+	0	ID=cds-WP_011032329.1;Parent=gene-MM_RS02025;Dbxref=GenBank:WP_011032329.1,GeneID:1478717;Name=WP_011032329.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032329.1;locus_tag=MM_RS02025;product=vWA domain-containing protein;protein_id=WP_011032329.1;transl_table=11	115.36354585095826	121.02341391330083	76.71962923598959	90.23884048873674
sense	NC_003901.1	Protein Homology	CDS	483168	483764	.	-	0	ID=cds-WP_011032330.1;Parent=gene-MM_RS02030;Dbxref=GenBank:WP_011032330.1,GeneID:1478718;Name=WP_011032330.1;Ontology_term=GO:0016310,GO:0016301;gbkey=CDS;go_function=kinase activity|0016301||IEA;go_process=phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032330.1;locus_tag=MM_RS02030;product=diacylglycerol/polyprenol kinase family protein;protein_id=WP_011032330.1;transl_table=11	102.36387111007781	112.00001907126902	104.36337827321087	109.88455950017624
sense	NC_003901.1	Protein Homology	CDS	483864	484916	.	-	0	ID=cds-WP_011032331.1;Parent=gene-MM_RS02035;Dbxref=GenBank:WP_011032331.1,GeneID:1478719;Name=WP_011032331.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032331.1;locus_tag=MM_RS02035;product=lysylphosphatidylglycerol synthase transmembrane domain-containing protein;protein_id=WP_011032331.1;transl_table=11	125.91599804817952	124.86031770993402	92.0116750575228	89.16314997168404
sense	NC_003901.1	Protein Homology	CDS	485270	486448	.	-	0	ID=cds-WP_011032332.1;Parent=gene-MM_RS02040;Dbxref=GenBank:WP_011032332.1,GeneID:1478720;Name=WP_011032332.1;Ontology_term=GO:0009058,GO:0016779;gbkey=CDS;go_function=nucleotidyltransferase activity|0016779||IEA;go_process=biosynthetic process|0009058||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032332.1;locus_tag=MM_RS02040;product=nucleotidyltransferase family protein;protein_id=WP_011032332.1;transl_table=11	113.69761738343972	123.87826901763913	74.26316952126643	99.1727323707906
sense	NC_003901.1	Protein Homology	CDS	486587	486982	.	-	0	ID=cds-WP_015411053.1;Parent=gene-MM_RS02045;Dbxref=GenBank:WP_015411053.1,GeneID:1478721;Name=WP_015411053.1;Ontology_term=GO:0003676;gbkey=CDS;go_function=nucleic acid binding|0003676||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411053.1;locus_tag=MM_RS02045;product=OB-fold nucleic acid binding domain-containing protein;protein_id=WP_015411053.1;transl_table=11	110.37845201548032	100.34056984099212	146.24595816025402	123.96652168342791
sense	NC_003901.1	Protein Homology	CDS	487168	487650	.	-	0	ID=cds-WP_011032334.1;Parent=gene-MM_RS02050;Dbxref=GenBank:WP_011032334.1,GeneID:1478722;Name=WP_011032334.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032334.1;locus_tag=MM_RS02050;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_011032334.1;transl_table=11	18.319153652580535	28.58691982328081	11.365262416268894	19.142422533295946
sense	NC_003901.1	Protein Homology	CDS	487779	488333	.	-	0	ID=cds-WP_048045987.1;Parent=gene-MM_RS02055;Dbxref=GenBank:WP_048045987.1,GeneID:1478723;Name=WP_048045987.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411054.1;locus_tag=MM_RS02055;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_048045987.1;transl_table=11	66.74641396414822	69.38294396267872	23.985311237144774	39.46615672743043
sense	NC_003901.1	Protein Homology	CDS	488339	488821	.	-	0	ID=cds-WP_048045844.1;Parent=gene-MM_RS02060;Dbxref=GenBank:WP_048045844.1,GeneID:1478724;Name=WP_048045844.1;Ontology_term=GO:0006457,GO:0003755,GO:0046872;gbkey=CDS;go_function=peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032336.1;locus_tag=MM_RS02060;product=FKBP-type peptidyl-prolyl cis-trans isomerase;protein_id=WP_048045844.1;transl_table=11	79.13874377914792	83.21969992999524	53.70086491687052	67.68213681415352
sense	NC_003901.1	Protein Homology	CDS	489007	489648	.	-	0	ID=cds-WP_011032337.1;Parent=gene-MM_RS02065;Dbxref=GenBank:WP_011032337.1,GeneID:1478725;Name=WP_011032337.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032337.1;locus_tag=MM_RS02065;product=SdpI family protein;protein_id=WP_011032337.1;transl_table=11	96.98051512548597	105.62317697114791	101.75096384733446	107.38292765075946
sense	NC_003901.1	GeneMarkS-2+	CDS	489788	489961	.	-	0	ID=cds-WP_155395192.1;Parent=gene-MM_RS18210;Dbxref=GenBank:WP_155395192.1,GeneID:43445790;Name=WP_155395192.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18210;product=hypothetical protein;protein_id=WP_155395192.1;transl_table=11	23.493367017004232	38.001435889986176	37.858081014192244	45.54576395853174
sense	NC_003901.1	Protein Homology	CDS	490131	492449	.	+	0	ID=cds-WP_155395394.1;Parent=gene-MM_RS02070;Dbxref=GenBank:WP_155395394.1,GeneID:1478726;Name=WP_155395394.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411057.1;locus_tag=MM_RS02070;product=PGF-pre-PGF domain-containing protein;protein_id=WP_155395394.1;transl_table=11	38.465038563224425	41.9100187867729	28.05073208393093	32.37042258056061
sense	NC_003901.1	tRNAscan-SE	tRNA	492804	492875	.	-	.	ID=rna-MM_RS02075;Parent=gene-MM_RS02075;Dbxref=GeneID:2820516;anticodon=(pos:complement(492841..492843));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02075;product=tRNA-Ala	2343.531161871185	2090.2993999114788	2054.7210567112465	2817.4588498745898
sense	NC_003901.1	tRNAscan-SE	tRNA	493102	493178	.	+	.	ID=rna-MM_RS02080;Parent=gene-MM_RS02080;Dbxref=GeneID:2820517;anticodon=(pos:493136..493138);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02080;product=tRNA-Ile	1838.0023204035247	1807.1264679801845	1805.4494252498794	2637.6041541778936
sense	NC_003901.1	tRNAscan-SE	tRNA	493238	493311	.	+	.	ID=rna-MM_RS02085;Parent=gene-MM_RS02085;Dbxref=GeneID:2820509;anticodon=(pos:493272..493274);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS02085;product=tRNA-Ile	737.7444998863754	743.2405999189339	1448.3913460987164	1515.183102500344
sense	NC_003901.1	Protein Homology	CDS	493828	494241	.	-	0	ID=cds-WP_011032339.1;Parent=gene-MM_RS02090;Dbxref=GenBank:WP_011032339.1,GeneID:1478727;Name=WP_011032339.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032339.1;locus_tag=MM_RS02090;product=transcriptional regulator;protein_id=WP_011032339.1;transl_table=11	336.0801397179671	491.0068173350546	468.0593905100073	540.7734365656105
sense	NC_003901.1	Protein Homology	CDS	495242	495643	.	-	0	ID=cds-WP_011032340.1;Parent=gene-MM_RS02095;Dbxref=GenBank:WP_011032340.1,GeneID:1478728;Name=WP_011032340.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023067.1;locus_tag=MM_RS02095;product=transcriptional regulator;protein_id=WP_011032340.1;transl_table=11	121.05679521910496	172.3073036761208	126.99408519312996	183.99582255884462
sense	NC_003901.1	Protein Homology	CDS	496300	498717	.	+	0	ID=cds-WP_011032341.1;Parent=gene-MM_RS02100;Dbxref=GenBank:WP_011032341.1,GeneID:1478729;Name=WP_011032341.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrA;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411060.1;locus_tag=MM_RS02100;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrA;protein_id=WP_011032341.1;transl_table=11	745.8903650726728	726.0211305105813	484.86486750532913	519.3981932071167
sense	NC_003901.1	Protein Homology	CDS	498714	499424	.	+	0	ID=cds-WP_011032342.1;Parent=gene-MM_RS02105;Dbxref=GenBank:WP_011032342.1,GeneID:1478730;Name=WP_011032342.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrC;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411061.1;locus_tag=MM_RS02105;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrC;protein_id=WP_011032342.1;transl_table=11	290.7279314800537	361.26234096458467	225.25158856598244	238.09565917468734
sense	NC_003901.1	Protein Homology	CDS	499378	500322	.	+	0	ID=cds-WP_011032343.1;Parent=gene-MM_RS02110;Dbxref=GenBank:WP_011032343.1,GeneID:1478731;Name=WP_011032343.1;Ontology_term=GO:0015948,GO:0016491,GO:0051539;gbkey=CDS;gene=hdrB;go_function=oxidoreductase activity|0016491||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011023064.1;locus_tag=MM_RS02110;product=ferredoxin:CoB-CoM heterodisulfide reductase subunit HdrB;protein_id=WP_011032343.1;transl_table=11	1201.3854303463258	1219.1738978484716	1035.9710300598376	1069.8428178724375
sense	NC_003901.1	Protein Homology	CDS	500539	501882	.	-	0	ID=cds-WP_015411062.1;Parent=gene-MM_RS02115;Dbxref=GenBank:WP_015411062.1,GeneID:1478732;Name=WP_015411062.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411062.1;locus_tag=MM_RS02115;product=beta-propeller fold lactonase family protein;protein_id=WP_015411062.1;transl_table=11	9.948318164109708	14.211570297563297	9.291989936426091	9.5818934220795
sense	NC_003901.1	Protein Homology	CDS	501994	504279	.	-	0	ID=cds-WP_011032345.1;Parent=gene-MM_RS02120;Dbxref=GenBank:WP_011032345.1,GeneID:1478733;Name=WP_011032345.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032345.1;locus_tag=MM_RS02120;product=PKD domain-containing protein;protein_id=WP_011032345.1;transl_table=11	15.22429051144904	19.026058252463073	8.644758656784056	13.096565547714288
sense	NC_003901.1	Protein Homology	CDS	504926	505177	.	+	0	ID=cds-WP_011032346.1;Parent=gene-MM_RS02125;Dbxref=GenBank:WP_011032346.1,GeneID:1478734;Name=WP_011032346.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02125;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032346.1;transl_table=11	4.939047370887407	3.551307169404483	1.8152849692651705	5.095783776224616
sense	NC_003901.1	Protein Homology	CDS	505702	506238	.	-	0	ID=cds-WP_011024107.1;Parent=gene-MM_RS02130;Dbxref=GenBank:WP_011024107.1,GeneID:1478735;Name=WP_011024107.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02130;product=UPF0228 family protein;protein_id=WP_011024107.1;transl_table=11	25.099969614449126	33.56878061805802	17.12249800059952	26.031199357428985
sense	NC_003901.1	Protein Homology	CDS	506266	507033	.	-	0	ID=cds-WP_226987673.1;Parent=gene-MM_RS02135;Dbxref=GenBank:WP_226987673.1,GeneID:1478736;Name=WP_226987673.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411065.1;locus_tag=MM_RS02135;product=C39 family peptidase;protein_id=WP_226987673.1;transl_table=11	61.791125449835086	70.01624041179026	33.05804111997744	45.5754161486089
sense	NC_003901.1	Protein Homology	CDS	507430	508689	.	-	0	ID=cds-WP_011032348.1;Parent=gene-MM_RS02140;Dbxref=GenBank:WP_011032348.1,GeneID:1478737;Name=WP_011032348.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032348.1;locus_tag=MM_RS02140;product=beta-propeller fold lactonase family protein;protein_id=WP_011032348.1;transl_table=11	44.83375385958775	53.026089335165224	40.081492121374964	45.425272519488004
sense	NC_003901.1	Protein Homology	CDS	508772	510205	.	-	0	ID=cds-MM_RS02145;Parent=gene-MM_RS02145;Dbxref=GeneID:1478738;Note=internal stop;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_086558292.1;locus_tag=MM_RS02145;product=IS66-like element ISMma13 family transposase;pseudo=true;transl_table=11	300.2672003476296	374.6571364388118	224.13418457200257	266.881974101434
sense	NC_003901.1	Protein Homology	CDS	510615	511823	.	-	0	ID=cds-WP_015411066.1;Parent=gene-MM_RS02155;Dbxref=GenBank:WP_015411066.1,GeneID:1478740;Name=WP_015411066.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02155;product=C39 family peptidase;protein_id=WP_015411066.1;transl_table=11	107.21705152024586	119.37679395158476	75.14468975501062	91.58754602469016
sense	NC_003901.1	Protein Homology	CDS	512355	512657	.	+	0	ID=cds-WP_011032352.1;Parent=gene-MM_RS02160;Dbxref=GenBank:WP_011032352.1,GeneID:1478741;Name=WP_011032352.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02160;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032352.1;transl_table=11	4.691758949661895	6.70880601903342	3.925329082054587	3.8142698364611975
sense	NC_003901.1	Protein Homology	CDS	512752	513153	.	-	0	ID=cds-WP_011032353.1;Parent=gene-MM_RS02165;Dbxref=GenBank:WP_011032353.1,GeneID:1478742;Name=WP_011032353.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF017537.5;locus_tag=MM_RS02165;product=UPF0228 family protein;protein_id=WP_011032353.1;transl_table=11	29.728614195625045	42.74289703593694	32.08990324772639	39.42767626260956
sense	NC_003901.1	Protein Homology	CDS	513577	514113	.	-	0	ID=cds-WP_011032354.1;Parent=gene-MM_RS02170;Dbxref=GenBank:WP_011032354.1,GeneID:1478743;Name=WP_011032354.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024107.1;locus_tag=MM_RS02170;product=UPF0228 family protein;protein_id=WP_011032354.1;transl_table=11	18.783784700528667	19.855576620893892	13.289102925838433	24.186468694304097
sense	NC_003901.1	Protein Homology	CDS	514140	515348	.	-	0	ID=cds-WP_011032355.1;Parent=gene-MM_RS02175;Dbxref=GenBank:WP_011032355.1,GeneID:1478744;Name=WP_011032355.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032355.1;locus_tag=MM_RS02175;product=C39 family peptidase;protein_id=WP_011032355.1;transl_table=11	32.15291783929102	35.07598773473351	23.83743934826621	31.227165294700523
sense	NC_003901.1	Protein Homology	CDS	515777	516079	.	+	0	ID=cds-WP_011032356.1;Parent=gene-MM_RS02180;Dbxref=GenBank:WP_011032356.1,GeneID:1478745;Name=WP_011032356.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02180;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032356.1;transl_table=11	73.31603404326432	86.15963453374997	108.70142073381932	139.8565606702439
sense	NC_003901.1	Protein Homology	CDS	516076	516288	.	-	0	ID=cds-WP_011032357.1;Parent=gene-MM_RS02185;Dbxref=GenBank:WP_011032357.1,GeneID:1478746;Name=WP_011032357.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032357.1;locus_tag=MM_RS02185;product=hypothetical protein;protein_id=WP_011032357.1;transl_table=11	84.32745053905488	91.1135371801015	85.69167750688938	78.03008621847044
sense	NC_003901.1	Protein Homology	CDS	516267	517700	.	-	0	ID=cds-WP_011032358.1;Parent=gene-MM_RS02190;Dbxref=GenBank:WP_011032358.1,GeneID:1478747;Name=WP_011032358.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032358.1;locus_tag=MM_RS02190;product=beta-propeller fold lactonase family protein;protein_id=WP_011032358.1;transl_table=11	118.13303391586714	141.80859875283943	69.00057670203502	107.30569284093409
sense	NC_003901.1	Protein Homology	CDS	517884	519122	.	-	0	ID=cds-WP_048038924.1;Parent=gene-MM_RS02195;Dbxref=GenBank:WP_048038924.1,GeneID:1478748;Name=WP_048038924.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411066.1;locus_tag=MM_RS02195;product=C39 family peptidase;protein_id=WP_048038924.1;transl_table=11	119.26079521959633	142.36528334026244	130.25746518442418	137.60837118517648
sense	NC_003901.1	Protein Homology	CDS	519541	519843	.	+	0	ID=cds-WP_011032360.1;Parent=gene-MM_RS02200;Dbxref=GenBank:WP_011032360.1,GeneID:1478749;Name=WP_011032360.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014774.5;locus_tag=MM_RS02200;product=heterodisulfide reductase-related iron-sulfur binding cluster;protein_id=WP_011032360.1;transl_table=11	211.44063880613214	246.53807276234124	235.67071911873884	346.8563792553365
sense	NC_003901.1	Protein Homology	CDS	519959	520378	.	-	0	ID=cds-WP_011032361.1;Parent=gene-MM_RS02205;Dbxref=GenBank:WP_011032361.1,GeneID:1478750;Name=WP_011032361.1;Ontology_term=GO:0008615,GO:0004733,GO:0010181;gbkey=CDS;go_function=pyridoxamine phosphate oxidase activity|0004733||IEA,FMN binding|0010181||IEA;go_process=pyridoxine biosynthetic process|0008615||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306942.1;locus_tag=MM_RS02205;product=pyridoxamine 5'-phosphate oxidase family protein;protein_id=WP_011032361.1;transl_table=11	22.89283568117481	27.761075472830473	26.793606146353916	32.496541110095265
sense	NC_003901.1	Protein Homology	CDS	520798	522030	.	+	0	ID=cds-WP_394295859.1;Parent=gene-MM_RS02210;Dbxref=GenBank:WP_394295859.1,GeneID:1478751;Name=WP_394295859.1;gbkey=CDS;gene=hacA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013899186.1;locus_tag=MM_RS02210;product=homoaconitase large subunit;protein_id=WP_394295859.1;transl_table=11	72.55053428671987	89.99064211171243	60.32576210270415	98.37466373254645
sense	NC_003901.1	Protein Homology	CDS	522390	522581	.	+	0	ID=cds-WP_011032363.1;Parent=gene-MM_RS02215;Dbxref=GenBank:WP_011032363.1,GeneID:1478752;Name=WP_011032363.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032363.1;locus_tag=MM_RS02215;product=hypothetical protein;protein_id=WP_011032363.1;transl_table=11	1594.5105833916427	1678.7916816567342	2242.943416961929	2138.318267098254
sense	NC_003901.1	Protein Homology	CDS	522693	523691	.	-	0	ID=cds-WP_048045845.1;Parent=gene-MM_RS02220;Dbxref=GenBank:WP_048045845.1,GeneID:1478753;Name=WP_048045845.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411078.1;locus_tag=MM_RS02220;product=hypothetical protein;protein_id=WP_048045845.1;transl_table=11	13.639792662524979	16.892704373383488	6.868645829651997	8.593970476659893
sense	NC_003901.1	Protein Homology	CDS	523918	525480	.	-	0	ID=cds-WP_048045846.1;Parent=gene-MM_RS02225;Dbxref=GenBank:WP_048045846.1,GeneID:1478754;Name=WP_048045846.1;gbkey=CDS;gene=flaJ;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411079.1;locus_tag=MM_RS02225;product=archaellar assembly protein FlaJ;protein_id=WP_048045846.1;transl_table=11	10.01997930206502	10.257211187178246	5.7071723217972155	7.816795381878527
sense	NC_003901.1	Protein Homology	CDS	525477	527324	.	-	0	ID=cds-WP_011032366.1;Parent=gene-MM_RS02230;Dbxref=GenBank:WP_011032366.1,GeneID:1478755;Name=WP_011032366.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032366.1;locus_tag=MM_RS02230;product=type II/IV secretion system ATPase subunit;protein_id=WP_011032366.1;transl_table=11	4.893295747244978	5.064071781826133	2.9704663133430063	3.4545443262198043
sense	NC_003901.1	Protein Homology	CDS	527388	528182	.	-	0	ID=cds-WP_011032367.1;Parent=gene-MM_RS02235;Dbxref=GenBank:WP_011032367.1,GeneID:1478756;Name=WP_011032367.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032367.1;locus_tag=MM_RS02235;product=ATPase domain-containing protein;protein_id=WP_011032367.1;transl_table=11	9.015097463520858	9.455857882006805	7.250179665925496	7.808663682450158
sense	NC_003901.1	Protein Homology	CDS	528444	528965	.	-	0	ID=cds-WP_011032368.1;Parent=gene-MM_RS02240;Dbxref=GenBank:WP_011032368.1,GeneID:1478757;Name=WP_011032368.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032368.1;locus_tag=MM_RS02240;product=hypothetical protein;protein_id=WP_011032368.1;transl_table=11	0.8475240626624903	1.4695064149259929	1.5774200422580102	1.265160109959215
sense	NC_003901.1	Protein Homology	CDS	528981	529472	.	-	0	ID=cds-WP_011032369.1;Parent=gene-MM_RS02245;Dbxref=GenBank:WP_011032369.1,GeneID:1478758;Name=WP_011032369.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF014028.5;locus_tag=MM_RS02245;product=hypothetical protein;protein_id=WP_011032369.1;transl_table=11	2.697607077498902	2.3386656969249033	0.5578680637253939	2.4608907016889607
sense	NC_003901.1	GeneMarkS-2+	CDS	529423	529629	.	+	0	ID=cds-WP_162009637.1;Parent=gene-MM_RS18770;Dbxref=GenBank:WP_162009637.1,GeneID:43837201;Name=WP_162009637.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18770;product=hypothetical protein;protein_id=WP_162009637.1;transl_table=11	0.0	0.0	0.0	0.0
sense	NC_003901.1	Protein Homology	CDS	529797	530573	.	-	0	ID=cds-WP_048045847.1;Parent=gene-MM_RS02250;Dbxref=GenBank:WP_048045847.1,GeneID:1478759;Name=WP_048045847.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411084.1;locus_tag=MM_RS02250;product=hypothetical protein;protein_id=WP_048045847.1;transl_table=11	0.5010536080111216	0.7897887758984488	0.0	0.0
sense	NC_003901.1	Protein Homology	CDS	530648	531238	.	-	0	ID=cds-WP_011032371.1;Parent=gene-MM_RS02255;Dbxref=GenBank:WP_011032371.1,GeneID:1478760;Name=WP_011032371.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032371.1;locus_tag=MM_RS02255;product=archaellin/type IV pilin N-terminal domain-containing protein;protein_id=WP_011032371.1;transl_table=11	2.5451534795488793	3.634231093157075	4.644180835074345	2.2349021231766844
sense	NC_003901.1	Protein Homology	CDS	531692	532543	.	-	0	ID=cds-WP_011032372.1;Parent=gene-MM_RS02260;Dbxref=GenBank:WP_011032372.1,GeneID:1478761;Name=WP_011032372.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032372.1;locus_tag=MM_RS02260;product=2-oxoacid:ferredoxin oxidoreductase subunit beta;protein_id=WP_011032372.1;transl_table=11	22.224229575563722	26.829875572796684	36.08070631869026	32.943165539254906
sense	NC_003901.1	Protein Homology	CDS	532530	534269	.	-	0	ID=cds-WP_011032373.1;Parent=gene-MM_RS02265;Dbxref=GenBank:WP_011032373.1,GeneID:1478762;Name=WP_011032373.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032373.1;locus_tag=MM_RS02265;product=2-oxoacid:acceptor oxidoreductase subunit alpha;protein_id=WP_011032373.1;transl_table=11	17.23863943455505	21.337233144725417	14.196780380322092	18.5345956109025
sense	NC_003901.1	GeneMarkS-2+	CDS	534752	534901	.	-	0	ID=cds-WP_015411087.1;Parent=gene-MM_RS18215;Dbxref=GenBank:WP_015411087.1,GeneID:43445791;Name=WP_015411087.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18215;product=hypothetical protein;protein_id=WP_015411087.1;transl_table=11	53.088907285178394	68.5260231408289	117.10766393723469	98.32824374603018
sense	NC_003901.1	Protein Homology	CDS	535416	536528	.	-	0	ID=cds-WP_048036549.1;Parent=gene-MM_RS02270;Dbxref=GenBank:WP_048036549.1,GeneID:1478763;Name=WP_048036549.1;gbkey=CDS;gene=tnpB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011306035.1;locus_tag=MM_RS02270;product=IS200/IS605 family element RNA-guided endonuclease TnpB;protein_id=WP_048036549.1;transl_table=11	2571.7672217363297	2520.0688298511577	3569.3571593403276	3306.0236436715904
sense	NC_003901.1	Protein Homology	CDS	536556	536969	.	+	0	ID=cds-WP_011032375.1;Parent=gene-MM_RS02275;Dbxref=GenBank:WP_011032375.1,GeneID:1478764;Name=WP_011032375.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032375.1;locus_tag=MM_RS02275;product=IS200/IS605-like element ISMma19 family transposase;protein_id=WP_011032375.1;transl_table=11	48.72894871586422	52.991679153896456	44.41923394358426	53.17339592582208
