Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1	mut_R2	wt_R1	wt_R2
sense	NC_003901.1	Protein Homology	CDS	927401	927856	.	-	0	ID=cds-WP_011032726.1;Parent=gene-MM_RS04055;Dbxref=GenBank:WP_011032726.1,GeneID:1479118;Name=WP_011032726.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032726.1;locus_tag=MM_RS04055;product=DUF1699 family protein;protein_id=WP_011032726.1;transl_table=11	0.0001786441730146253	0.00020442744589959966	0.00028105839344936325	0.00023048433851214985
sense	NC_003901.1	Protein Homology	CDS	927999	930317	.	-	0	ID=cds-WP_011032727.1;Parent=gene-MM_RS04060;Dbxref=GenBank:WP_011032727.1,GeneID:1479119;Name=WP_011032727.1;Ontology_term=GO:0036211,GO:0003998,GO:0016743,GO:0046872;gbkey=CDS;gene=hypF;go_function=acylphosphatase activity|0003998||IEA,carboxyl- or carbamoyltransferase activity|0016743||IEA,metal ion binding|0046872||IEA;go_process=protein modification process|0036211||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032727.1;locus_tag=MM_RS04060;product=carbamoyltransferase HypF;protein_id=WP_011032727.1;transl_table=11	5.645120474657302e-05	5.5536762038015065e-05	3.870042331675802e-05	4.6522467563420245e-05
sense	NC_003901.1	Protein Homology	CDS	930815	930982	.	-	0	ID=cds-WP_048037701.1;Parent=gene-MM_RS18295;Dbxref=GenBank:WP_048037701.1,GeneID:43445807;Name=WP_048037701.1;gbkey=CDS;gene=atpG;inference=COORDINATES: similar to AA sequence:RefSeq:WP_048037701.1;locus_tag=MM_RS18295;product=V-type ATP synthase subunit G;protein_id=WP_048037701.1;transl_table=11	0.0004838421888242997	0.00045549349859355453	0.00040758956471904727	0.0005082196960738979
sense	NC_003901.1	Protein Homology	CDS	930996	931625	.	-	0	ID=cds-WP_175413404.1;Parent=gene-MM_RS04070;Dbxref=GenBank:WP_175413404.1,GeneID:1479120;Name=WP_175413404.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024048.1;locus_tag=MM_RS04070;product=V-type ATP synthase subunit D;protein_id=WP_175413404.1;transl_table=11	0.0001483834958620736	0.00017653121782249353	0.00020008942268025958	0.00022679702937167373
sense	NC_003901.1	Protein Homology	CDS	931631	933013	.	-	0	ID=cds-WP_015411348.1;Parent=gene-MM_RS04075;Dbxref=GenBank:WP_015411348.1,GeneID:1479121;Name=WP_015411348.1;Ontology_term=GO:0015986,GO:0046933,GO:0033178;gbkey=CDS;go_component=proton-transporting two-sector ATPase complex%2C catalytic domain|0033178||IEA;go_function=proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA;go_process=proton motive force-driven ATP synthesis|0015986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411348.1;locus_tag=MM_RS04075;product=ATP synthase subunit B;protein_id=WP_015411348.1;transl_table=11	5.7483489054895944e-05	6.87305784337866e-05	7.067630499337014e-05	7.924962928784522e-05
sense	NC_003901.1	Protein Homology	CDS	933015	934751	.	-	0	ID=cds-WP_011032730.1;Parent=gene-MM_RS04080;Dbxref=GenBank:WP_011032730.1,GeneID:1479122;Name=WP_011032730.1;Ontology_term=GO:0015986,GO:0046961,GO:0033178;gbkey=CDS;go_component=proton-transporting two-sector ATPase complex%2C catalytic domain|0033178||IEA;go_function=proton-transporting ATPase activity%2C rotational mechanism|0046961||IEA;go_process=proton motive force-driven ATP synthesis|0015986||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032730.1;locus_tag=MM_RS04080;product=ATP synthase subunit A;protein_id=WP_011032730.1;transl_table=11	7.63005573037536e-05	9.86979288520894e-05	0.00011825129346787174	0.00013311002548902894
sense	NC_003901.1	Protein Homology	CDS	934742	935047	.	-	0	ID=cds-WP_011032731.1;Parent=gene-MM_RS04085;Dbxref=GenBank:WP_011032731.1,GeneID:1479123;Name=WP_011032731.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032731.1;locus_tag=MM_RS04085;product=V-type ATP synthase subunit F;protein_id=WP_011032731.1;transl_table=11	6.317579966936228e-05	6.896070313836401e-05	6.216770128543045e-05	7.660797497825038e-05
sense	NC_003901.1	Protein Homology	CDS	935047	936129	.	-	0	ID=cds-WP_011032732.1;Parent=gene-MM_RS04090;Dbxref=GenBank:WP_011032732.1,GeneID:1479124;Name=WP_011032732.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032732.1;locus_tag=MM_RS04090;product=V-type ATP synthase subunit C;protein_id=WP_011032732.1;transl_table=11	0.00012086574558592281	0.00013485307688236256	0.0001062203108055699	0.0001335136115641059
sense	NC_003901.1	Protein Homology	CDS	936136	936687	.	-	0	ID=cds-WP_011032733.1;Parent=gene-MM_RS04095;Dbxref=GenBank:WP_011032733.1,GeneID:1479125;Name=WP_011032733.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032733.1;locus_tag=MM_RS04095;product=V-type ATP synthase subunit E;protein_id=WP_011032733.1;transl_table=11	9.352495833405593e-05	8.974863478519009e-05	9.139887208851364e-05	0.00012272685646659364
sense	NC_003901.1	Protein Homology	CDS	936896	937138	.	-	0	ID=cds-WP_011032734.1;Parent=gene-MM_RS04100;Dbxref=GenBank:WP_011032734.1,GeneID:1479126;Name=WP_011032734.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032734.1;locus_tag=MM_RS04100;product=hypothetical protein;protein_id=WP_011032734.1;transl_table=11	0.00016661068736331818	0.00018379293072249184	0.0002177928078145212	0.0002740716346204647
sense	NC_003901.1	Protein Homology	CDS	937143	939092	.	-	0	ID=cds-WP_175413370.1;Parent=gene-MM_RS04105;Dbxref=GenBank:WP_175413370.1,GeneID:1479127;Name=WP_175413370.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011305427.1;locus_tag=MM_RS04105;product=V-type ATP synthase subunit I;protein_id=WP_175413370.1;transl_table=11	0.0003437506746715301	0.00037448960258230603	0.0003890627663227269	0.0005368061694955849
sense	NC_003901.1	Protein Homology	CDS	939085	939414	.	-	0	ID=cds-WP_015411352.1;Parent=gene-MM_RS04110;Dbxref=GenBank:WP_015411352.1,GeneID:1479128;Name=WP_015411352.1;gbkey=CDS;gene=ahaH;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011305428.1;locus_tag=MM_RS04110;product=ATP synthase archaeal subunit H;protein_id=WP_015411352.1;transl_table=11	0.0004904530218029063	0.0006530172033558318	0.000445878281404776	0.0005921708410675102
sense	NC_003901.1	Protein Homology	CDS	940161	940625	.	-	0	ID=cds-WP_011032737.1;Parent=gene-MM_RS04115;Dbxref=GenBank:WP_011032737.1,GeneID:1479129;Name=WP_011032737.1;Ontology_term=GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032309.1;locus_tag=MM_RS04115;product=IS200/IS605 family transposase;protein_id=WP_011032737.1;transl_table=11	4.7956979580944485e-06	6.029267259928155e-06	4.940479572352088e-06	8.145100787917426e-06
sense	NC_003901.1	Protein Homology	CDS	941401	942582	.	-	0	ID=cds-WP_015411353.1;Parent=gene-MM_RS04120;Dbxref=GenBank:WP_015411353.1,GeneID:1479130;Name=WP_015411353.1;Ontology_term=GO:0003824,GO:0051539;gbkey=CDS;go_function=catalytic activity|0003824||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411353.1;locus_tag=MM_RS04120;product=radical SAM protein;protein_id=WP_015411353.1;transl_table=11	5.259341081718339e-05	6.274733611477393e-05	5.407080420852008e-05	7.077432171122844e-05
sense	NC_003901.1	Protein Homology	CDS	942865	943752	.	-	0	ID=cds-WP_011032739.1;Parent=gene-MM_RS04130;Dbxref=GenBank:WP_011032739.1,GeneID:1479131;Name=WP_011032739.1;Ontology_term=GO:0008299,GO:0044687;gbkey=CDS;go_function=geranylfarnesyl diphosphate synthase activity|0044687||IEA;go_process=isoprenoid biosynthetic process|0008299||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032739.1;locus_tag=MM_RS04130;product=geranylfarnesyl diphosphate synthase;protein_id=WP_011032739.1;transl_table=11	6.768835678860245e-05	0.00010014260060860314	4.748349811205062e-05	7.550728568258586e-05
sense	NC_003901.1	Protein Homology	CDS	943728	944108	.	-	0	ID=cds-WP_015411355.1;Parent=gene-MM_RS04135;Dbxref=GenBank:WP_015411355.1,GeneID:1479132;Name=WP_015411355.1;Ontology_term=GO:0017003,GO:0017004,GO:0020037;gbkey=CDS;go_function=heme binding|0020037||IEA;go_process=protein-heme linkage|0017003||IEA,cytochrome complex assembly|0017004||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411355.1;locus_tag=MM_RS04135;product=cytochrome c maturation protein CcmE;protein_id=WP_015411355.1;transl_table=11	2.9375862031132043e-05	3.681995273238568e-05	2.2232158075584398e-05	2.5095715941150985e-05
sense	NC_003901.1	Protein Homology	CDS	944134	944238	.	-	0	ID=cds-WP_080503024.1;Parent=gene-MM_RS19565;Dbxref=GenBank:WP_080503024.1,GeneID:95969260;Name=WP_080503024.1;Ontology_term=GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;inference=COORDINATES: protein motif:HMM:TIGR04391.1;locus_tag=MM_RS19565;product=CcmD family protein;protein_id=WP_080503024.1;transl_table=11	2.902193598256419e-05	3.283112451971057e-05	3.220460758273954e-05	3.551557460677508e-05
sense	NC_003901.1	tRNAscan-SE	tRNA	945297	945368	.	+	.	ID=rna-MM_RS04140;Parent=gene-MM_RS04140;Dbxref=GeneID:2820530;anticodon=(pos:945330..945332);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS04140;product=tRNA-Gly	0.0002992444740641222	0.00027392510668197765	0.0004365462644347776	0.00048980673657071
sense	NC_003901.1	tRNAscan-SE	tRNA	945437	945521	.	+	.	ID=rna-MM_RS04145;Parent=gene-MM_RS04145;Dbxref=GeneID:2820531;anticodon=(pos:945473..945475);gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS04145;product=tRNA-Leu	0.0011529347488959544	0.001513788433062995	0.0019398335589028216	0.002214586862877012
sense	NC_003901.1	Protein Homology	CDS	945748	947277	.	-	0	ID=cds-WP_011032742.1;Parent=gene-MM_RS04150;Dbxref=GenBank:WP_011032742.1,GeneID:1479134;Name=WP_011032742.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411356.1;locus_tag=MM_RS04150;product=MBL fold hydrolase;protein_id=WP_011032742.1;transl_table=11	3.0673590875880846e-05	3.958144918731461e-05	2.695306077805417e-05	3.0158886701207764e-05
sense	NC_003901.1	Protein Homology	CDS	947430	947867	.	-	0	ID=cds-WP_011032743.1;Parent=gene-MM_RS04155;Dbxref=GenBank:WP_011032743.1,GeneID:1479135;Name=WP_011032743.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032743.1;locus_tag=MM_RS04155;product=GIY-YIG nuclease family protein;protein_id=WP_011032743.1;transl_table=11	9.290558774906219e-06	1.3117108160912398e-05	1.0292665775733517e-05	9.741100266630975e-06
sense	NC_003901.1	Protein Homology	CDS	947883	948872	.	-	0	ID=cds-WP_011032744.1;Parent=gene-MM_RS04160;Dbxref=GenBank:WP_011032744.1,GeneID:1479136;Name=WP_011032744.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032744.1;locus_tag=MM_RS04160;product=ADP-ribosylglycohydrolase family protein;protein_id=WP_011032744.1;transl_table=11	3.831249475747041e-05	3.9197908013018925e-05	5.009097344190312e-05	4.292688253091616e-05
sense	NC_003901.1	Protein Homology	CDS	949121	949891	.	-	0	ID=cds-WP_015411358.1;Parent=gene-MM_RS17725;Dbxref=GenBank:WP_015411358.1,GeneID:31474385;Name=WP_015411358.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF020950.5;locus_tag=MM_RS17725;product=protease inhibitor I42 family protein;protein_id=WP_015411358.1;transl_table=11	7.609410044208903e-06	6.2900752584492205e-06	4.117066310293407e-06	9.245790083581943e-06
sense	NC_003901.1	GeneMarkS-2+	CDS	950198	950620	.	-	0	ID=cds-WP_048036281.1;Parent=gene-MM_RS04170;Dbxref=GenBank:WP_048036281.1,GeneID:1479138;Name=WP_048036281.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS04170;product=hypothetical protein;protein_id=WP_048036281.1;transl_table=11	9.379040287048182e-06	8.898155243659872e-06	7.136248271175238e-06	6.383997914854198e-06
sense	NC_003901.1	Protein Homology	CDS	951126	951695	.	+	0	ID=cds-WP_011032747.1;Parent=gene-MM_RS04175;Dbxref=GenBank:WP_011032747.1,GeneID:1479139;Name=WP_011032747.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032747.1;locus_tag=MM_RS04175;product=hypothetical protein;protein_id=WP_011032747.1;transl_table=11	0.00012583545718456313	0.00010923252643941085	6.978427395947325e-05	0.00011436161781954331
sense	NC_003901.1	tRNAscan-SE	tRNA	951828	951902	.	-	.	ID=rna-MM_RS04180;Parent=gene-MM_RS04180;Dbxref=GeneID:2820536;anticodon=(pos:complement(951864..951866));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS04180;product=tRNA-Glu	0.0016025771479152517	0.0019654183935608038	0.0021485596717984528	0.0025117729727064278
sense	NC_003901.1	Protein Homology	CDS	952052	953293	.	-	0	ID=cds-WP_011032748.1;Parent=gene-MM_RS04185;Dbxref=GenBank:WP_011032748.1,GeneID:1479140;Name=WP_011032748.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032748.1;locus_tag=MM_RS04185;product=proteasome-activating nucleotidase;protein_id=WP_011032748.1;transl_table=11	0.00015600765282497284	0.0002073040047068173	0.00020008942268025958	0.00020005027948702595
sense	NC_003901.1	Protein Homology	CDS	954184	954429	.	+	0	ID=cds-WP_011032749.1;Parent=gene-MM_RS04190;Dbxref=GenBank:WP_011032749.1,GeneID:1479141;Name=WP_011032749.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024011.1;locus_tag=MM_RS04190;product=TIGR00304 family membrane protein;protein_id=WP_011032749.1;transl_table=11	0.00043957615232127707	0.0005410231804614921	0.0005121630490004998	0.0006141846269808004
sense	NC_003901.1	Protein Homology	CDS	954426	954785	.	+	0	ID=cds-WP_015411364.1;Parent=gene-MM_RS04195;Dbxref=GenBank:WP_015411364.1,GeneID:1479142;Name=WP_015411364.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411364.1;locus_tag=MM_RS04195;product=TIGR00304 family membrane protein;protein_id=WP_015411364.1;transl_table=11	4.2762131690298506e-05	7.131308900737755e-05	2.918542562185771e-05	4.4886109477199004e-05
sense	NC_003901.1	Protein Homology	CDS	954914	956190	.	+	0	ID=cds-MM_RS04200;Parent=gene-MM_RS04200;Dbxref=GeneID:1479143;Note=frameshifted;Ontology_term=GO:0006164,GO:0004019,GO:0005525;gbkey=CDS;go_function=adenylosuccinate synthase activity|0004019||IEA,GTP binding|0005525||IEA;go_process=purine nucleotide biosynthetic process|0006164||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411365.1;locus_tag=MM_RS04200;product=adenylosuccinate synthase;pseudo=true;transl_table=11	0.00025900013295821904	0.0003264191087372468	0.00011861725491767561	0.00015644463855711663
sense	NC_003901.1	Protein Homology	CDS	956480	956929	.	+	0	ID=cds-WP_011032752.1;Parent=gene-MM_RS04205;Dbxref=GenBank:WP_011032752.1,GeneID:1479144;Name=WP_011032752.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032752.1;locus_tag=MM_RS04205;product=30S ribosomal protein S19e;protein_id=WP_011032752.1;transl_table=11	4.3090496413136464e-05	5.0090477363016354e-05	2.8544993084700953e-05	4.644908827704261e-05
sense	NC_003901.1	Protein Homology	CDS	957016	957378	.	+	0	ID=cds-WP_011032753.1;Parent=gene-MM_RS04210;Dbxref=GenBank:WP_011032753.1,GeneID:1479145;Name=WP_011032753.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011305489.1;locus_tag=MM_RS04210;product=DNA-binding protein;protein_id=WP_011032753.1;transl_table=11	3.424234519894006e-05	4.234294564224353e-05	2.031086046411414e-05	3.0158886701207764e-05
sense	NC_003901.1	Protein Homology	CDS	957384	957986	.	+	0	ID=cds-WP_011032754.1;Parent=gene-MM_RS04215;Dbxref=GenBank:WP_011032754.1,GeneID:1479146;Name=WP_011032754.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024006.1;locus_tag=MM_RS04215;product=alpha hydrolase;protein_id=WP_011032754.1;transl_table=11	0.00012644008085086655	0.0001499390297379928	0.00010169153786424715	0.00015020739921501775
sense	NC_003901.1	Protein Homology	CDS	958253	958408	.	+	0	ID=cds-WP_011032755.1;Parent=gene-MM_RS04220;Dbxref=GenBank:WP_011032755.1,GeneID:1479147;Name=WP_011032755.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032755.1;locus_tag=MM_RS04220;product=50S ribosomal protein L39e;protein_id=WP_011032755.1;transl_table=11	6.052135430510337e-05	8.069706307181195e-05	3.0603526239847656e-05	5.206260368493165e-05
sense	NC_003901.1	Protein Homology	CDS	958427	958696	.	+	0	ID=cds-WP_048036285.1;Parent=gene-MM_RS04225;Dbxref=GenBank:WP_048036285.1,GeneID:1479148;Name=WP_048036285.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024004.1;locus_tag=MM_RS04225;product=50S ribosomal protein L31e;protein_id=WP_048036285.1;transl_table=11	7.3705099614256e-05	7.74753172077282e-05	5.182929032847144e-05	7.631445783273983e-05
sense	NC_003901.1	Protein Homology	CDS	958725	959384	.	+	0	ID=cds-WP_011032757.1;Parent=gene-MM_RS04230;Dbxref=GenBank:WP_011032757.1,GeneID:1479149;Name=WP_011032757.1;Ontology_term=GO:0043022;gbkey=CDS;go_function=ribosome binding|0043022||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032757.1;locus_tag=MM_RS04230;product=translation initiation factor IF-6;protein_id=WP_011032757.1;transl_table=11	6.951697470620304e-05	8.253806070843123e-05	5.420803975219652e-05	7.682811283738328e-05
sense	NC_003901.1	Protein Homology	CDS	959437	959613	.	+	0	ID=cds-WP_239525099.1;Parent=gene-MM_RS04235;Dbxref=GenBank:WP_239525099.1,GeneID:1479150;Name=WP_239525099.1;gbkey=CDS;gene=rpl18a;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411369.1;locus_tag=MM_RS04235;product=50S ribosomal protein L18Ae;protein_id=WP_239525099.1;transl_table=11	6.852598177021304e-05	7.847252426089699e-05	3.815148114205224e-05	6.010497347192038e-05
sense	NC_003901.1	Protein Homology	CDS	959619	960047	.	+	0	ID=cds-WP_048036279.1;Parent=gene-MM_RS04240;Dbxref=GenBank:WP_048036279.1,GeneID:1479151;Name=WP_048036279.1;Ontology_term=GO:0006457,GO:0005515;gbkey=CDS;gene=pfdA;go_function=protein binding|0005515||IEA;go_process=protein folding|0006457||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011024001.1;locus_tag=MM_RS04240;product=prefoldin subunit alpha;protein_id=WP_048036279.1;transl_table=11	0.00011269595263148148	0.00011905118050138036	8.549774371042641e-05	0.0001312021640432104
sense	NC_003901.1	Protein Homology	CDS	960228	961487	.	+	0	ID=cds-WP_011032760.1;Parent=gene-MM_RS04245;Dbxref=GenBank:WP_011032760.1,GeneID:1479152;Name=WP_011032760.1;Ontology_term=GO:0006614,GO:0009306,GO:0003924,GO:0005047;gbkey=CDS;gene=ftsY;go_function=GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA;go_process=SRP-dependent cotranslational protein targeting to membrane|0006614||IEA,protein secretion|0009306||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032760.1;locus_tag=MM_RS04245;product=signal recognition particle-docking protein FtsY;protein_id=WP_011032760.1;transl_table=11	0.0002685118955134801	0.0003395106474865396	0.00013174612192938903	0.00019041924814996143
sense	NC_003901.1	Protein Homology	CDS	961781	961996	.	-	0	ID=cds-WP_015411372.1;Parent=gene-MM_RS04250;Dbxref=GenBank:WP_015411372.1,GeneID:1479153;Name=WP_015411372.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411372.1;locus_tag=MM_RS04250;product=PspC domain-containing protein;protein_id=WP_015411372.1;transl_table=11	7.39705441506819e-05	8.177097835983986e-05	6.285387900381268e-05	7.902949142871232e-05
sense	NC_003901.1	Protein Homology	CDS	962203	963294	.	-	0	ID=cds-WP_048036539.1;Parent=gene-MM_RS04255;Dbxref=GenBank:WP_048036539.1,GeneID:1479154;Name=WP_048036539.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411373.1;locus_tag=MM_RS04255;product=hypothetical protein;protein_id=WP_048036539.1;transl_table=11	1.6723005794831194e-05	1.7489477547883197e-05	9.194781426321942e-06	1.5079443350603882e-05
sense	NC_003901.1	Protein Homology	CDS	963330	964313	.	-	0	ID=cds-WP_011032763.1;Parent=gene-MM_RS04260;Dbxref=GenBank:WP_011032763.1,GeneID:1479155;Name=WP_011032763.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032763.1;locus_tag=MM_RS04260;product=YbgA family protein;protein_id=WP_011032763.1;transl_table=11	0.00011962700441593531	0.0001465894368158105	0.0001170619187560092	9.834658856762459e-05
sense	NC_003901.1	Protein Homology	CDS	964746	965411	.	+	0	ID=cds-WP_264357983.1;Parent=gene-MM_RS04265;Dbxref=GenBank:WP_264357983.1,GeneID:1479156;Name=WP_264357983.1;Ontology_term=GO:0098869,GO:0008379,GO:0051920;gbkey=CDS;go_function=thioredoxin peroxidase activity|0008379||IEA,peroxiredoxin activity|0051920||IEA;go_process=cellular oxidant detoxification|0098869||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013194797.1;locus_tag=MM_RS04265;product=peroxiredoxin;protein_id=WP_264357983.1;transl_table=11	3.574653090535345e-05	4.157586329365216e-05	3.760253896734645e-05	4.5568536840511005e-05
sense	NC_003901.1	Protein Homology	CDS	965530	966987	.	+	0	ID=cds-MM_RS04275;Parent=gene-MM_RS04275;Dbxref=GeneID:1479158;Note=internal stop;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021441.1;locus_tag=MM_RS04275;product=IS66-like element ISMma15 family transposase;pseudo=true;transl_table=11	0.0001521096687541948	0.00016330104739414362	0.00010981056605767788	0.00014079012720046643
sense	NC_003901.1	Protein Homology	CDS	967653	968465	.	-	0	ID=cds-WP_011032767.1;Parent=gene-MM_RS04280;Dbxref=GenBank:WP_011032767.1,GeneID:1479159;Name=WP_011032767.1;Ontology_term=GO:0006561,GO:0004735;gbkey=CDS;gene=proC;go_function=pyrroline-5-carboxylate reductase activity|0004735||IEA;go_process=proline biosynthetic process|0006561||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032767.1;locus_tag=MM_RS04280;product=pyrroline-5-carboxylate reductase;protein_id=WP_011032767.1;transl_table=11	3.778160568461862e-05	4.52962126843203e-05	3.3348237113376595e-05	5.3383430839729074e-05
sense	NC_003901.1	Protein Homology	CDS	968646	969803	.	-	0	ID=cds-WP_011032768.1;Parent=gene-MM_RS04285;Dbxref=GenBank:WP_011032768.1,GeneID:1479160;Name=WP_011032768.1;Ontology_term=GO:0006561,GO:0004349,GO:0005737;gbkey=CDS;gene=proB;go_component=cytoplasm|0005737||IEA;go_function=glutamate 5-kinase activity|0004349||IEA;go_process=proline biosynthetic process|0006561||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032768.1;locus_tag=MM_RS04285;product=glutamate 5-kinase;protein_id=WP_011032768.1;transl_table=11	9.511762555261129e-05	0.00012181267695630929	5.077715116028535e-05	8.376245540006973e-05
sense	NC_003901.1	Protein Homology	CDS	969941	971284	.	-	0	ID=cds-WP_011032769.1;Parent=gene-MM_RS04290;Dbxref=GenBank:WP_011032769.1,GeneID:1479161;Name=WP_011032769.1;Ontology_term=GO:0006561,GO:0004350,GO:0016620;gbkey=CDS;go_function=glutamate-5-semialdehyde dehydrogenase activity|0004350||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA;go_process=proline biosynthetic process|0006561||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032769.1;locus_tag=MM_RS04290;product=glutamate-5-semialdehyde dehydrogenase;protein_id=WP_011032769.1;transl_table=11	3.468475275964988e-05	4.9016562074988434e-05	3.623018353058198e-05	4.931088044577036e-05
sense	NC_003901.1	Protein Homology	CDS	972172	972576	.	+	0	ID=cds-WP_011032770.1;Parent=gene-MM_RS04295;Dbxref=GenBank:WP_011032770.1,GeneID:1479162;Name=WP_011032770.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032770.1;locus_tag=MM_RS04295;product=DUF356 domain-containing protein;protein_id=WP_011032770.1;transl_table=11	0.00043585992881131456	0.0004929271172048133	0.0006942059976873066	0.0006762635032562792
sense	NC_003901.1	Protein Homology	CDS	972683	973135	.	-	0	ID=cds-WP_011032771.1;Parent=gene-MM_RS04300;Dbxref=GenBank:WP_011032771.1,GeneID:1479163;Name=WP_011032771.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015411378.1;locus_tag=MM_RS04300;product=toprim domain-containing protein;protein_id=WP_011032771.1;transl_table=11	8.494225165628542e-06	1.0202195236265199e-05	9.332016969998389e-06	9.02565222444904e-06
sense	NC_003901.1	Protein Homology	CDS	973218	973544	.	-	0	ID=cds-WP_011032772.1;Parent=gene-MM_RS04305;Dbxref=GenBank:WP_011032772.1,GeneID:1479164;Name=WP_011032772.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032772.1;locus_tag=MM_RS04305;product=DUF167 domain-containing protein;protein_id=WP_011032772.1;transl_table=11	1.4599449503424058e-05	1.526493873696823e-05	1.2625670018233114e-05	2.1133234476758724e-05
sense	NC_003901.1	Protein Homology	CDS	974188	975297	.	+	0	ID=cds-WP_011032773.1;Parent=gene-MM_RS04310;Dbxref=GenBank:WP_011032773.1,GeneID:1479165;Name=WP_011032773.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032773.1;locus_tag=MM_RS04310;product=amidohydrolase family protein;protein_id=WP_011032773.1;transl_table=11	0.0001550196092727209	0.00018103143426756292	0.0001682507765473239	0.00020175634789530594
sense	NC_003901.1	Protein Homology	CDS	975317	975775	.	+	0	ID=cds-WP_011032774.1;Parent=gene-MM_RS04315;Dbxref=GenBank:WP_011032774.1,GeneID:1479166;Name=WP_011032774.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032774.1;locus_tag=MM_RS04315;product=universal stress protein;protein_id=WP_011032774.1;transl_table=11	2.663293515473116e-05	4.096219741477907e-05	2.9642877434112528e-05	3.445157495429938e-05
